date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:10:38	2386/2386	---M--	200	added ('OK')	text/css	date:Sat,%2021%20Sep%202024%2003:20:45%20GMT	https://www.satyainvisiblegrills.com/wp-content/plugins/elementor-pro/assets/css/widget-slides.min.css?ver=3.24.1	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/plugins/elementor-pro/assets/css/widget-slides.mina120.css	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:10:38	106/106	---M--	200	added ('OK')	text/css	date:Sat,%2015%20Mar%202025%2009:50:19%20GMT	https://www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/animations/styles/zoomIn.min.css?ver=3.27.7	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/animations/styles/zoomIn.min7871.css	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:10:39	314/314	---M--	200	added ('OK')	text/css	date:Sat,%2015%20Mar%202025%2009:50:19%20GMT	https://www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInUp.min.css?ver=3.27.7	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInUp.min7871.css	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:10:39	77/77	---M--	200	added ('OK')	text/css	date:Sat,%2015%20Mar%202025%2009:50:19%20GMT	https://www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.min.css?ver=3.27.7	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.min7871.css	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:10:40	382/382	---M--	200	added ('OK')	text/css	date:Sat,%2015%20Mar%202025%2009:50:18%20GMT	https://www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/css/widget-image-carousel.min.css?ver=3.27.7	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/css/widget-image-carousel.min7871.css	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:10:40	33009/33009	---M--	200	added ('OK')	text/css	date:Sat,%2021%20Sep%202024%2003:20:45%20GMT	https://www.satyainvisiblegrills.com/wp-content/plugins/elementor-pro/assets/css/widget-carousel.min.css?ver=3.24.1	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/plugins/elementor-pro/assets/css/widget-carousel.mina120.css	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:10:41	6879/6879	---M--	200	added ('OK')	text/css	date:Sat,%2021%20Sep%202024%2003:20:45%20GMT	https://www.satyainvisiblegrills.com/wp-content/plugins/elementor-pro/assets/css/widget-forms.min.css?ver=3.24.1	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/plugins/elementor-pro/assets/css/widget-forms.mina120.css	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:10:41	15588/15588	---M--	200	added ('OK')	text/css	date:Sat,%2015%20Mar%202025%2009:50:19%20GMT	https://www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.min.css?ver=4.6.13	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.min4e7f.css	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:10:42	51300/51300	---M--	200	added ('OK')	text/css	date:Sat,%2015%20Mar%202025%2009:56:55%20GMT	https://www.satyainvisiblegrills.com/wp-content/uploads/elementor/css/post-4286.css?ver=1742032615	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/uploads/elementor/css/post-428621bf.css	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:10:42	17084/17084	---M--	200	added ('OK')	text/css	date:Sat,%2015%20Mar%202025%2009:56:55%20GMT	https://www.satyainvisiblegrills.com/wp-content/uploads/elementor/css/post-4292.css?ver=1742032615	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/uploads/elementor/css/post-429221bf.css	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:10:43	25443/25443	---M--	200	added ('OK')	text/css	date:Sat,%2021%20Sep%202024%2003:18:40%20GMT	https://www.satyainvisiblegrills.com/wp-content/plugins/happy-elementor-addons/assets/fonts/style.min.css?ver=3.12.3	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/plugins/happy-elementor-addons/assets/fonts/style.min0fca.css	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:10:43	30999/30999	---M--	200	added ('OK')	text/css	date:Sat,%2015%20Mar%202025%2009:50:19%20GMT	https://www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min1849.css	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:10:44	13704/13704	---M--	200	added ('OK')	text/css	date:Sat,%2015%20Mar%202025%2009:56:55%20GMT	https://www.satyainvisiblegrills.com/wp-content/uploads/elementor/css/post-4436.css?ver=1742032615	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/uploads/elementor/css/post-443621bf.css	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:10:45	7799/7799	---M--	200	added ('OK')	text/css	date:Sat,%2021%20Sep%202024%2003:21:16%20GMT	https://www.satyainvisiblegrills.com/wp-content/uploads/happyaddons/css/ha-4286.css?ver=3.12.3.1712666321	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/uploads/happyaddons/css/ha-42866c37.css	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:10:46	87553/87553	---M--	200	added ('OK')	application/javascript	date:Wed,%2020%20Mar%202024%2014:35:08%20GMT	https://www.satyainvisiblegrills.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:10:47	13577/13577	---M--	200	added ('OK')	application/javascript	date:Wed,%2020%20Mar%202024%2014:35:08%20GMT	https://www.satyainvisiblegrills.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:10:48	15073/15073	---M--	200	added ('OK')	application/javascript	date:Sat,%2015%20Mar%202025%2009:50:19%20GMT	https://www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.27.7	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min7871.js	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:10:49	21496/21496	---M--	200	added ('OK')	application/javascript	date:Sat,%2021%20Sep%202024%2003:18:40%20GMT	https://www.satyainvisiblegrills.com/wp-content/plugins/happy-elementor-addons/assets/vendor/dom-purify/purify.min.js?ver=3.1.6	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/plugins/happy-elementor-addons/assets/vendor/dom-purify/purify.min005e.js	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:10:59	239404/239404	---MC-	200	added ('OK')	application/json	date:Sat,%2019%20Apr%202025%2018:40:55%20GMT	https://www.satyainvisiblegrills.com/wp-json/	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-json/index.html	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:10:59	76979/76979	---MC-	200	added ('OK')	application/json	date:Sat,%2019%20Apr%202025%2018:40:55%20GMT	https://www.satyainvisiblegrills.com/wp-json/wp/v2/pages/4286	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-json/wp/v2/pages/4286.json	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:11:03	882/882	---M--	200	added ('OK')	text/xml	date:Sat,%2019%20Apr%202025%2018:41:04%20GMT	https://www.satyainvisiblegrills.com/xmlrpc.php?rsd	D:/my%20projects/artt/www.satyainvisiblegrills.com/xmlrpc0db0.php	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:11:04	2467/2467	---MC-	200	added ('OK')	application/json	date:Sat,%2019%20Apr%202025%2018:41:04%20GMT	https://www.satyainvisiblegrills.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.satyainvisiblegrills.com%2F	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-json/oembed/1.0/embede79f.json	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:11:05	2644/2644	---MC-	200	added ('OK')	text/xml	date:Sat,%2019%20Apr%202025%2018:41:05%20GMT	https://www.satyainvisiblegrills.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.satyainvisiblegrills.com%2F&format=xml	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-json/oembed/1.0/embed5512	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:11:06	2492/2492	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Mar%202024%2014:35:10%20GMT	https://www.satyainvisiblegrills.com/wp-content/uploads/2024/02/cropped-logo-1-32x32.png	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/uploads/2024/02/cropped-logo-1-32x32.png	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:11:06	37765/37765	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Mar%202024%2014:35:10%20GMT	https://www.satyainvisiblegrills.com/wp-content/uploads/2024/02/cropped-logo-1-192x192.png	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/uploads/2024/02/cropped-logo-1-192x192.png	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:11:07	34496/34496	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Mar%202024%2014:35:10%20GMT	https://www.satyainvisiblegrills.com/wp-content/uploads/2024/02/cropped-logo-1-180x180.png	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/uploads/2024/02/cropped-logo-1-180x180.png	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:11:08	30442/30442	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Mar%202024%2014:35:10%20GMT	https://www.satyainvisiblegrills.com/wp-content/uploads/2024/02/cropped-logo.png	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/uploads/2024/02/cropped-logo.png	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:11:15	96648/96648	---MCZ	200	added ('OK')	text/html	date:Sat,%2019%20Apr%202025%2018:41:09%20GMT	http://www.satyainvisiblegrills.com/contact-us/	D:/my%20projects/artt/www.satyainvisiblegrills.com/contact-us/index.html	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:11:15	102960/102960	---MCZ	200	added ('OK')	text/html	date:Sat,%2019%20Apr%202025%2018:41:11%20GMT	https://www.satyainvisiblegrills.com/about-us/	D:/my%20projects/artt/www.satyainvisiblegrills.com/about-us/index.html	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:11:15	95235/95235	---MCZ	200	added ('OK')	text/html	date:Sat,%2019%20Apr%202025%2018:41:11%20GMT	https://www.satyainvisiblegrills.com/invisible-grills/	D:/my%20projects/artt/www.satyainvisiblegrills.com/invisible-grills/index.html	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:11:15	176402/176402	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Mar%202024%2014:47:47%20GMT	https://www.satyainvisiblegrills.com/wp-content/uploads/2024/03/IMG-20240320-WA0039-768x1024.jpg	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/uploads/2024/03/IMG-20240320-WA0039-768x1024.jpg	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:11:16	87111/87111	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Mar%202024%2014:35:10%20GMT	https://www.satyainvisiblegrills.com/wp-content/uploads/2024/02/ivg.jpg	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/uploads/2024/02/ivg.jpg	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:11:16	79723/79723	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Mar%202024%2014:35:10%20GMT	https://www.satyainvisiblegrills.com/wp-content/uploads/2024/02/bird-spikes.jpg	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/uploads/2024/02/bird-spikes.jpg	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:11:17	93079/93079	---MCZ	200	added ('OK')	text/html	date:Sat,%2019%20Apr%202025%2018:41:18%20GMT	https://www.satyainvisiblegrills.com/bird-spikes/	D:/my%20projects/artt/www.satyainvisiblegrills.com/bird-spikes/index.html	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:11:17	85506/85506	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Mar%202024%2014:35:10%20GMT	https://www.satyainvisiblegrills.com/wp-content/uploads/2024/02/bird-protection-nets.jpg	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/uploads/2024/02/bird-protection-nets.jpg	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:11:17	93180/93180	---MCZ	200	added ('OK')	text/html	date:Sat,%2019%20Apr%202025%2018:41:18%20GMT	https://www.satyainvisiblegrills.com/bird-protection-nets/	D:/my%20projects/artt/www.satyainvisiblegrills.com/bird-protection-nets/index.html	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:11:18	113554/113554	---MCZ	200	added ('OK')	text/html	date:Sat,%2019%20Apr%202025%2018:41:18%20GMT	https://www.satyainvisiblegrills.com/gallery/	D:/my%20projects/artt/www.satyainvisiblegrills.com/gallery/index.html	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:11:18	85137/85137	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Mar%202024%2014:35:10%20GMT	https://www.satyainvisiblegrills.com/wp-content/uploads/2024/02/un-compromised-view.jpg	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/uploads/2024/02/un-compromised-view.jpg	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:11:18	104557/104557	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Mar%202024%2014:35:10%20GMT	https://www.satyainvisiblegrills.com/wp-content/uploads/2024/02/HARD-LINE-SAFETY-1.jpg	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/uploads/2024/02/HARD-LINE-SAFETY-1.jpg	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:11:19	52909/52909	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Mar%202024%2014:35:10%20GMT	https://www.satyainvisiblegrills.com/wp-content/uploads/2024/02/METICULOUS-DESIGN-1.jpg	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/uploads/2024/02/METICULOUS-DESIGN-1.jpg	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:11:19	88334/88334	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Mar%202024%2014:35:10%20GMT	https://www.satyainvisiblegrills.com/wp-content/uploads/2024/02/un-compromised-view-1.jpg	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/uploads/2024/02/un-compromised-view-1.jpg	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:11:20	6894/6894	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Mar%202024%2014:35:10%20GMT	https://www.satyainvisiblegrills.com/wp-content/uploads/2024/02/SS-Benefit-Icons-01-250x250-1.png	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/uploads/2024/02/SS-Benefit-Icons-01-250x250-1.png	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:11:20	9652/9652	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Mar%202024%2014:35:10%20GMT	https://www.satyainvisiblegrills.com/wp-content/uploads/2024/02/SS-Benefit-Icons-02-250x250-1.png	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/uploads/2024/02/SS-Benefit-Icons-02-250x250-1.png	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:11:21	8076/8076	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Mar%202024%2014:35:10%20GMT	https://www.satyainvisiblegrills.com/wp-content/uploads/2024/02/SS-Benefit-Icons-03-250x250-1.png	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/uploads/2024/02/SS-Benefit-Icons-03-250x250-1.png	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:11:21	6349/6349	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Mar%202024%2014:35:10%20GMT	https://www.satyainvisiblegrills.com/wp-content/uploads/2024/02/SS-Benefit-Icons-04-250x250-1.png	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/uploads/2024/02/SS-Benefit-Icons-04-250x250-1.png	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:11:22	293213/293213	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Mar%202024%2014:49:11%20GMT	https://www.satyainvisiblegrills.com/wp-content/uploads/2024/03/IMG-20240320-WA0050.jpg	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/uploads/2024/03/IMG-20240320-WA0050.jpg	(from https://www.satyainvisiblegrills.com/?gad_source=1)
00:11:23	257088/257088	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Mar%202024%2014:48:55%20GMT	https://www.satyainvisiblegrills.com/wp-content/uploads/2024/03/IMG-20240320-WA0048.jpg	D:/my%20projects/artt/www.satyainvisiblegrills.com/wp-content/uploads/2024/03/IMG-20240320-WA0048.jpg	(from https://www.satyainvisiblegrills.com/?gad_source=1)
